Time-Date,CPU Usage (%),Memory Usage (%),User Count,scale needed
2024-04-06 03:00:00,36,81,195,0
2024-04-06 04:00:00,78,26,37,1
2024-04-06 05:00:00,54,45,380,0
2024-04-06 06:00:00,8,83,211,0
2024-04-06 07:00:00,36,41,30,0
2024-04-06 08:00:00,13,29,245,0
2024-04-06 09:00:00,84,38,242,1
2024-04-06 10:00:00,48,44,75,0
2024-04-06 11:00:00,21,23,332,0
2024-04-06 12:00:00,61,84,464,1
2024-04-06 13:00:00,32,89,177,0
2024-04-06 14:00:00,66,47,119,0
2024-04-06 15:00:00,34,20,212,0
2024-04-06 16:00:00,60,49,364,0
2024-04-06 17:00:00,94,71,324,1
2024-04-06 18:00:00,27,20,263,0
2024-04-06 19:00:00,76,46,254,1
2024-04-06 20:00:00,13,30,309,0
2024-04-06 21:00:00,63,32,126,0
2024-04-06 22:00:00,62,60,60,0
2024-04-06 23:00:00,22,82,134,0
2024-04-07 00:00:00,37,84,423,1
2024-04-07 01:00:00,31,46,212,0
2024-04-07 02:00:00,27,79,215,0
2024-04-07 03:00:00,7,86,179,0
2024-04-07 04:00:00,38,35,6,0
2024-04-07 05:00:00,92,38,258,1
2024-04-07 06:00:00,59,60,394,0
2024-04-07 07:00:00,68,73,476,1
2024-04-07 08:00:00,29,87,248,0
2024-04-07 09:00:00,32,34,300,0
2024-04-07 10:00:00,67,60,46,0
2024-04-07 11:00:00,48,55,201,0
2024-04-07 12:00:00,86,46,66,1
2024-04-07 13:00:00,64,45,292,0
2024-04-07 14:00:00,46,43,463,1
2024-04-07 15:00:00,89,51,440,1
2024-04-07 16:00:00,77,35,302,1
2024-04-07 17:00:00,71,68,367,1
2024-04-07 18:00:00,83,20,456,1
2024-04-07 19:00:00,10,20,5,0
2024-04-07 20:00:00,72,34,411,1
2024-04-07 21:00:00,69,38,174,0
2024-04-07 22:00:00,30,35,221,0
2024-04-07 23:00:00,42,63,192,0
2024-04-08 00:00:00,22,67,272,0
2024-04-08 01:00:00,86,72,420,1
2024-04-08 02:00:00,72,31,22,1
2024-04-08 03:00:00,58,27,347,0
2024-04-08 04:00:00,35,65,271,0
2024-04-08 05:00:00,42,81,128,0
2024-04-08 06:00:00,14,64,410,1
2024-04-08 07:00:00,75,40,313,1
2024-04-08 08:00:00,14,42,8,0
2024-04-08 09:00:00,25,61,477,1
2024-04-08 10:00:00,11,73,263,0
2024-04-08 11:00:00,56,88,191,0
2024-04-08 12:00:00,94,73,67,1
2024-04-08 13:00:00,48,25,188,0
2024-04-08 14:00:00,64,81,262,0
2024-04-08 15:00:00,38,24,381,0
2024-04-08 16:00:00,15,20,172,0
2024-04-08 17:00:00,93,74,343,1
2024-04-08 18:00:00,8,45,44,0
2024-04-08 19:00:00,36,56,314,0
2024-04-08 20:00:00,24,23,260,0
2024-04-08 21:00:00,38,60,339,0
2024-04-08 22:00:00,50,25,30,0
2024-04-08 23:00:00,58,66,175,0
2024-04-09 00:00:00,5,21,55,0
2024-04-09 01:00:00,74,36,322,1
2024-04-09 02:00:00,74,43,254,1
2024-04-09 03:00:00,35,79,467,1
2024-04-09 04:00:00,79,76,132,1
2024-04-09 05:00:00,40,34,391,0
2024-04-09 06:00:00,41,35,260,0
2024-04-09 07:00:00,35,24,239,0
2024-04-09 08:00:00,47,82,412,1
2024-04-09 09:00:00,90,23,388,1
2024-04-09 10:00:00,35,33,77,0
2024-04-09 11:00:00,53,61,171,0
2024-04-09 12:00:00,90,34,485,1
2024-04-09 13:00:00,95,42,112,1
2024-04-09 14:00:00,61,30,398,0
2024-04-09 15:00:00,57,24,486,1
2024-04-09 16:00:00,35,54,305,0
2024-04-09 17:00:00,62,56,141,0
2024-04-09 18:00:00,60,43,329,0
2024-04-09 19:00:00,44,64,169,0
2024-04-09 20:00:00,42,58,444,1
2024-04-09 21:00:00,31,81,395,0
2024-04-09 22:00:00,65,30,285,0
2024-04-09 23:00:00,71,22,384,1
2024-04-10 00:00:00,9,46,215,0
2024-04-10 01:00:00,38,80,365,0
2024-04-10 02:00:00,34,32,261,0
2024-04-10 03:00:00,68,56,14,0
2024-04-10 04:00:00,61,61,42,0
2024-04-10 05:00:00,43,49,93,0
2024-04-10 06:00:00,5,62,234,0
2024-04-10 07:00:00,49,82,355,0
2024-04-10 08:00:00,89,65,21,1
2024-04-10 09:00:00,10,75,59,0
2024-04-10 10:00:00,21,38,266,0
2024-04-10 11:00:00,14,27,500,1
2024-04-10 12:00:00,69,49,303,0
2024-04-10 13:00:00,63,34,265,0
2024-04-10 14:00:00,53,38,247,0
2024-04-10 15:00:00,32,64,141,0
2024-04-10 16:00:00,13,61,428,1
2024-04-10 17:00:00,67,55,45,0
2024-04-10 18:00:00,69,40,157,0
2024-04-10 19:00:00,26,23,11,0
2024-04-10 20:00:00,88,85,425,1
2024-04-10 21:00:00,21,58,355,0
2024-04-10 22:00:00,62,32,81,0
2024-04-10 23:00:00,83,66,287,1
2024-04-11 00:00:00,89,39,128,1
2024-04-11 01:00:00,52,68,258,0
2024-04-11 02:00:00,47,69,374,0
2024-04-11 03:00:00,37,54,305,0
2024-04-11 04:00:00,68,44,405,1
2024-04-11 05:00:00,37,71,131,0
2024-04-11 06:00:00,26,33,234,0
2024-04-11 07:00:00,69,33,154,0
2024-04-11 08:00:00,93,45,303,1
2024-04-11 09:00:00,39,64,403,1
2024-04-11 10:00:00,40,75,310,0
2024-04-11 11:00:00,75,49,258,1
2024-04-11 12:00:00,74,78,365,1
2024-04-11 13:00:00,69,50,112,0
2024-04-11 14:00:00,82,89,110,1
2024-04-11 15:00:00,12,48,194,0
2024-04-11 16:00:00,10,31,463,1
2024-04-11 17:00:00,21,87,401,1
2024-04-11 18:00:00,66,39,362,0
2024-04-11 19:00:00,42,65,385,0
2024-04-11 20:00:00,53,39,375,0
2024-04-11 21:00:00,55,69,256,0
2024-04-11 22:00:00,33,62,93,0
2024-04-11 23:00:00,15,34,346,0
2024-04-12 00:00:00,17,57,265,0
2024-04-12 01:00:00,34,71,285,0
2024-04-12 02:00:00,80,80,216,1
2024-04-12 03:00:00,53,45,175,0
2024-04-12 04:00:00,87,69,364,1
2024-04-12 05:00:00,33,61,82,0
2024-04-12 06:00:00,35,75,430,1
2024-04-12 07:00:00,9,50,315,0
2024-04-12 08:00:00,58,25,135,0
2024-04-12 09:00:00,50,90,264,0
2024-04-12 10:00:00,84,37,138,1
2024-04-12 11:00:00,47,39,225,0
2024-04-12 12:00:00,15,78,94,0
2024-04-12 13:00:00,19,28,474,1
2024-04-12 14:00:00,69,76,30,0
2024-04-12 15:00:00,14,38,281,0
2024-04-12 16:00:00,64,29,135,0
2024-04-12 17:00:00,70,32,434,1
2024-04-12 18:00:00,81,61,71,1
2024-04-12 19:00:00,33,75,134,0
2024-04-12 20:00:00,82,87,91,1
2024-04-12 21:00:00,40,69,107,0
2024-04-12 22:00:00,27,58,477,1
2024-04-12 23:00:00,41,73,434,1
2024-04-13 00:00:00,21,80,366,0
2024-04-13 01:00:00,23,87,415,1
2024-04-13 02:00:00,53,78,285,0
2024-04-13 03:00:00,31,58,41,0
2024-04-13 04:00:00,82,80,395,1
2024-04-13 05:00:00,17,42,202,0
2024-04-13 06:00:00,36,48,120,0
2024-04-13 07:00:00,17,80,356,0
2024-04-13 08:00:00,59,64,373,0
2024-04-13 09:00:00,89,63,396,1
2024-04-13 10:00:00,17,72,185,0
2024-04-13 11:00:00,44,32,310,0
2024-04-13 12:00:00,68,70,396,0
2024-04-13 13:00:00,6,88,128,0
2024-04-13 14:00:00,61,61,143,0
2024-04-13 15:00:00,52,58,340,0
2024-04-13 16:00:00,70,66,73,0
2024-04-13 17:00:00,28,42,43,0
2024-04-13 18:00:00,29,83,145,0
2024-04-13 19:00:00,78,66,95,1
2024-04-13 20:00:00,33,67,56,0
2024-04-13 21:00:00,67,38,294,0
2024-04-13 22:00:00,52,34,121,0
2024-04-13 23:00:00,61,27,5,0
2024-04-14 00:00:00,75,25,349,1
2024-04-14 01:00:00,34,22,285,0
2024-04-14 02:00:00,58,47,437,1
2024-04-14 03:00:00,81,21,253,1
2024-04-14 04:00:00,88,44,349,1
2024-04-14 05:00:00,12,66,142,0
2024-04-14 06:00:00,20,90,261,0
2024-04-14 07:00:00,39,82,329,0
2024-04-14 08:00:00,45,35,138,0
2024-04-14 09:00:00,25,68,292,0
2024-04-14 10:00:00,86,68,152,1
2024-04-14 11:00:00,18,66,257,0
2024-04-14 12:00:00,50,78,202,0
2024-04-14 13:00:00,36,77,218,0
2024-04-14 14:00:00,10,78,62,0
2024-04-14 15:00:00,55,23,250,0
2024-04-14 16:00:00,23,59,56,0
2024-04-14 17:00:00,63,27,437,1
2024-04-14 18:00:00,77,75,428,1
2024-04-14 19:00:00,65,78,27,0
2024-04-14 20:00:00,63,51,152,0
2024-04-14 21:00:00,88,66,117,1
2024-04-14 22:00:00,35,47,27,0
2024-04-14 23:00:00,31,83,477,1
2024-04-15 00:00:00,10,35,24,0
2024-04-15 01:00:00,44,76,233,0
2024-04-15 02:00:00,72,27,188,1
2024-04-15 03:00:00,54,54,307,0
2024-04-15 04:00:00,21,63,61,0
2024-04-15 05:00:00,85,70,193,1
2024-04-15 06:00:00,89,23,294,1
2024-04-15 07:00:00,83,51,176,1
2024-04-15 08:00:00,15,65,324,0
2024-04-15 09:00:00,51,75,266,0
2024-04-15 10:00:00,54,68,462,1
2024-04-15 11:00:00,43,71,23,0
2024-04-15 12:00:00,5,80,467,1
2024-04-15 13:00:00,87,83,299,1
2024-04-15 14:00:00,61,59,22,0
2024-04-15 15:00:00,51,30,219,0
2024-04-15 16:00:00,41,20,270,0
2024-04-15 17:00:00,83,72,390,1
2024-04-15 18:00:00,29,67,235,0
2024-04-15 19:00:00,11,60,379,0
2024-04-15 20:00:00,54,58,469,1
2024-04-15 21:00:00,73,25,46,1
2024-04-15 22:00:00,41,90,450,1
2024-04-15 23:00:00,50,34,202,0
2024-04-16 00:00:00,42,38,397,0
2024-04-16 01:00:00,67,78,409,1
2024-04-16 02:00:00,54,36,322,0
2024-04-16 03:00:00,10,63,392,0
2024-04-16 04:00:00,10,76,415,1
2024-04-16 05:00:00,71,43,271,1
2024-04-16 06:00:00,64,46,473,1
2024-04-16 07:00:00,16,82,388,0
2024-04-16 08:00:00,27,67,137,0
2024-04-16 09:00:00,56,31,474,1
2024-04-16 10:00:00,19,49,346,0
2024-04-16 11:00:00,25,65,475,1
2024-04-16 12:00:00,93,33,475,1
2024-04-16 13:00:00,28,61,463,1
2024-04-16 14:00:00,64,76,20,0
2024-04-16 15:00:00,39,79,459,1
2024-04-16 16:00:00,12,51,54,0
2024-04-16 17:00:00,91,73,122,1
2024-04-16 18:00:00,92,25,13,1
2024-04-16 19:00:00,67,20,240,0
2024-04-16 20:00:00,84,58,175,1
2024-04-16 21:00:00,23,88,123,0
2024-04-16 22:00:00,17,51,429,1
2024-04-16 23:00:00,28,82,51,0
2024-04-17 00:00:00,34,22,340,0
2024-04-17 01:00:00,33,59,464,1
2024-04-17 02:00:00,82,25,26,1
2024-04-17 03:00:00,62,44,315,0
2024-04-17 04:00:00,58,64,64,0
2024-04-17 05:00:00,72,69,280,1
2024-04-17 06:00:00,38,89,362,0
2024-04-17 07:00:00,88,47,0,1
2024-04-17 08:00:00,13,50,209,0
2024-04-17 09:00:00,30,74,112,0
2024-04-17 10:00:00,64,66,216,0
2024-04-17 11:00:00,28,85,114,0
2024-04-17 12:00:00,48,38,283,0
2024-04-17 13:00:00,59,38,123,0
2024-04-17 14:00:00,64,24,304,0
2024-04-17 15:00:00,26,34,486,1
2024-04-17 16:00:00,55,22,41,0
2024-04-17 17:00:00,9,76,443,1
2024-04-17 18:00:00,95,25,345,1
2024-04-17 19:00:00,47,27,86,0
2024-04-17 20:00:00,81,46,27,1
2024-04-17 21:00:00,92,60,130,1
2024-04-17 22:00:00,58,62,141,0
2024-04-17 23:00:00,66,73,365,0
2024-04-18 00:00:00,33,32,437,1
2024-04-18 01:00:00,36,68,267,0
2024-04-18 02:00:00,74,22,185,1
2024-04-18 03:00:00,19,51,370,0
2024-04-18 04:00:00,75,26,174,1
2024-04-18 05:00:00,53,73,472,1
2024-04-18 06:00:00,33,46,98,0
2024-04-18 07:00:00,42,54,346,0
2024-04-18 08:00:00,50,54,29,0
2024-04-18 09:00:00,42,20,71,0
2024-04-18 10:00:00,12,26,376,0
2024-04-18 11:00:00,79,28,367,1
2024-04-18 12:00:00,8,77,255,0
2024-04-18 13:00:00,82,42,276,1
2024-04-18 14:00:00,29,24,272,0
2024-04-18 15:00:00,5,70,190,0
2024-04-18 16:00:00,59,45,15,0
2024-04-18 17:00:00,73,79,207,1
2024-04-18 18:00:00,35,23,406,1
2024-04-18 19:00:00,95,22,42,1
2024-04-18 20:00:00,37,89,231,0
2024-04-18 21:00:00,61,30,361,0
2024-04-18 22:00:00,81,29,64,1
2024-04-18 23:00:00,80,73,278,1
2024-04-19 00:00:00,56,47,18,0
2024-04-19 01:00:00,34,90,122,0
2024-04-19 02:00:00,9,72,238,0
2024-04-19 03:00:00,21,50,437,1
2024-04-19 04:00:00,54,77,146,0
2024-04-19 05:00:00,26,57,318,0
2024-04-19 06:00:00,71,34,242,1
2024-04-19 07:00:00,75,76,365,1
2024-04-19 08:00:00,18,38,486,1
2024-04-19 09:00:00,90,22,70,1
2024-04-19 10:00:00,47,89,187,0
2024-04-19 11:00:00,47,24,268,0
2024-04-19 12:00:00,35,20,75,0
2024-04-19 13:00:00,40,31,66,0
2024-04-19 14:00:00,88,31,233,1
2024-04-19 15:00:00,73,57,499,1
2024-04-19 16:00:00,58,70,279,0
2024-04-19 17:00:00,94,22,313,1
2024-04-19 18:00:00,12,51,65,0
2024-04-19 19:00:00,19,84,318,0
2024-04-19 20:00:00,52,72,191,0
2024-04-19 21:00:00,23,51,305,0
2024-04-19 22:00:00,35,29,307,0
2024-04-19 23:00:00,25,49,435,1
2024-04-20 00:00:00,52,61,457,1
2024-04-20 01:00:00,73,64,402,1
2024-04-20 02:00:00,95,58,348,1
2024-04-20 03:00:00,49,50,6,0
2024-04-20 04:00:00,57,58,107,0
2024-04-20 05:00:00,10,58,478,1
2024-04-20 06:00:00,85,65,105,1
2024-04-20 07:00:00,77,48,179,1
2024-04-20 08:00:00,49,59,298,0
2024-04-20 09:00:00,68,58,53,0
2024-04-20 10:00:00,34,32,200,0
2024-04-20 11:00:00,89,41,343,1
2024-04-20 12:00:00,63,44,390,0
2024-04-20 13:00:00,21,32,162,0
2024-04-20 14:00:00,64,30,82,0
2024-04-20 15:00:00,41,21,310,0
2024-04-20 16:00:00,67,53,410,1
2024-04-20 17:00:00,63,55,5,0
2024-04-20 18:00:00,82,22,80,1
2024-04-20 19:00:00,87,63,464,1
2024-04-20 20:00:00,30,27,230,0
2024-04-20 21:00:00,46,41,250,0
2024-04-20 22:00:00,64,48,9,0
2024-04-20 23:00:00,22,36,272,0
2024-04-21 00:00:00,65,41,299,0
2024-04-21 01:00:00,21,38,224,0
2024-04-21 02:00:00,56,26,189,0
2024-04-21 03:00:00,14,48,414,1
2024-04-21 04:00:00,79,77,298,1
2024-04-21 05:00:00,59,27,324,0
2024-04-21 06:00:00,31,80,200,0
2024-04-21 07:00:00,78,26,330,1
2024-04-21 08:00:00,17,71,486,1
2024-04-21 09:00:00,43,76,305,0
2024-04-21 10:00:00,23,87,160,0
2024-04-21 11:00:00,11,31,232,0
2024-04-21 12:00:00,89,69,42,1
2024-04-21 13:00:00,13,77,483,1
2024-04-21 14:00:00,93,82,73,1
2024-04-21 15:00:00,21,44,279,0
2024-04-21 16:00:00,7,85,240,0
2024-04-21 17:00:00,11,47,100,0
2024-04-21 18:00:00,82,80,103,1
2024-04-21 19:00:00,74,30,124,1
2024-04-21 20:00:00,81,65,161,1
2024-04-21 21:00:00,6,75,423,1
2024-04-21 22:00:00,84,36,206,1
2024-04-21 23:00:00,55,37,383,0
2024-04-22 00:00:00,68,33,171,0
2024-04-22 01:00:00,34,81,457,1
2024-04-22 02:00:00,48,84,372,0
2024-04-22 03:00:00,57,79,51,0
2024-04-22 04:00:00,10,56,351,0
2024-04-22 05:00:00,72,20,201,1
2024-04-22 06:00:00,47,58,246,0
2024-04-22 07:00:00,40,64,135,0
2024-04-22 08:00:00,33,59,117,0
2024-04-22 09:00:00,12,49,466,1
2024-04-22 10:00:00,74,80,481,1
2024-04-22 11:00:00,11,29,317,0
2024-04-22 12:00:00,93,24,134,1
2024-04-22 13:00:00,64,50,179,0
2024-04-22 14:00:00,88,78,116,1
2024-04-22 15:00:00,12,71,405,1
2024-04-22 16:00:00,29,74,85,0
2024-04-22 17:00:00,13,55,344,0
2024-04-22 18:00:00,17,69,181,0
2024-04-22 19:00:00,14,74,277,0
2024-04-22 20:00:00,73,45,206,1
2024-04-22 21:00:00,45,27,491,1
2024-04-22 22:00:00,52,86,381,0
2024-04-22 23:00:00,69,76,158,0
2024-04-23 00:00:00,78,64,471,1
2024-04-23 01:00:00,43,30,252,0
2024-04-23 02:00:00,83,82,300,1
2024-04-23 03:00:00,74,25,213,1
2024-04-23 04:00:00,6,37,64,0
2024-04-23 05:00:00,67,85,173,0
2024-04-23 06:00:00,55,24,317,0
2024-04-23 07:00:00,30,59,141,0
2024-04-23 08:00:00,12,68,44,0
2024-04-23 09:00:00,27,45,375,0
2024-04-23 10:00:00,49,58,365,0
2024-04-23 11:00:00,13,85,5,0
2024-04-23 12:00:00,33,69,232,0
2024-04-23 13:00:00,47,60,221,0
2024-04-23 14:00:00,81,24,496,1
2024-04-23 15:00:00,92,30,48,1
2024-04-23 16:00:00,47,33,492,1
2024-04-23 17:00:00,44,37,16,0
2024-04-23 18:00:00,78,25,315,1
2024-04-23 19:00:00,46,58,153,0
2024-04-23 20:00:00,36,66,141,0
2024-04-23 21:00:00,63,50,271,0
2024-04-23 22:00:00,67,53,357,0
2024-04-23 23:00:00,86,22,75,1
2024-04-24 00:00:00,50,32,454,1
2024-04-24 01:00:00,51,52,488,1
2024-04-24 02:00:00,59,42,229,0
2024-04-24 03:00:00,21,31,420,1
2024-04-24 04:00:00,14,85,26,0
2024-04-24 05:00:00,33,23,331,0
2024-04-24 06:00:00,89,68,305,1
2024-04-24 07:00:00,21,50,274,0
2024-04-24 08:00:00,5,55,9,0
2024-04-24 09:00:00,80,41,365,1
2024-04-24 10:00:00,92,60,52,1
2024-04-24 11:00:00,89,49,379,1
2024-04-24 12:00:00,50,85,249,0
2024-04-24 13:00:00,34,54,477,1
2024-04-24 14:00:00,64,71,429,1
2024-04-24 15:00:00,93,86,434,1
2024-04-24 16:00:00,84,73,237,1
2024-04-24 17:00:00,66,30,133,0
2024-04-24 18:00:00,82,23,250,1
2024-04-24 19:00:00,39,41,126,0
2024-04-24 20:00:00,52,89,134,0
2024-04-24 21:00:00,86,45,216,1
2024-04-24 22:00:00,16,38,67,0
2024-04-24 23:00:00,53,90,96,0
2024-04-25 00:00:00,82,74,66,1
2024-04-25 01:00:00,81,83,104,1
2024-04-25 02:00:00,40,61,341,0
2024-04-25 03:00:00,50,86,422,1
2024-04-25 04:00:00,66,34,256,0
2024-04-25 05:00:00,48,42,478,1
2024-04-25 06:00:00,92,42,387,1
2024-04-25 07:00:00,33,32,318,0
2024-04-25 08:00:00,52,29,270,0
2024-04-25 09:00:00,18,86,401,1
2024-04-25 10:00:00,87,34,500,1
2024-04-25 11:00:00,36,29,488,1
2024-04-25 12:00:00,36,45,297,0
2024-04-25 13:00:00,16,64,106,0
2024-04-25 14:00:00,9,45,425,1
2024-04-25 15:00:00,75,66,496,1
2024-04-25 16:00:00,47,78,14,0
2024-04-25 17:00:00,94,33,155,1
2024-04-25 18:00:00,57,77,7,0
2024-04-25 19:00:00,66,52,98,0
2024-04-25 20:00:00,24,65,227,0
2024-04-25 21:00:00,25,35,432,1
2024-04-25 22:00:00,71,53,114,1
2024-04-25 23:00:00,26,46,32,0
2024-04-26 00:00:00,37,55,64,0
2024-04-26 01:00:00,47,38,158,0
2024-04-26 02:00:00,44,53,34,0
2024-04-26 03:00:00,25,40,366,0
2024-04-26 04:00:00,19,43,352,0
2024-04-26 05:00:00,70,50,164,0
2024-04-26 06:00:00,14,53,414,1
2024-04-26 07:00:00,73,37,304,1
2024-04-26 08:00:00,63,39,25,0
2024-04-26 09:00:00,84,41,341,1
2024-04-26 10:00:00,60,62,492,1
2024-04-26 11:00:00,18,40,32,0
2024-04-26 12:00:00,17,68,0,0
2024-04-26 13:00:00,11,46,127,0
2024-04-26 14:00:00,26,39,58,0
2024-04-26 15:00:00,73,41,398,1
2024-04-26 16:00:00,47,71,165,0
2024-04-26 17:00:00,79,80,330,1
2024-04-26 18:00:00,31,78,369,0
2024-04-26 19:00:00,48,32,325,0
2024-04-26 20:00:00,67,72,82,0
2024-04-26 21:00:00,71,44,478,1
2024-04-26 22:00:00,44,27,94,0
2024-04-26 23:00:00,71,27,210,1
2024-04-27 00:00:00,71,54,18,1
2024-04-27 01:00:00,11,38,235,0
2024-04-27 02:00:00,61,20,36,0
2024-04-27 03:00:00,66,59,437,1
2024-04-27 04:00:00,26,75,374,0
2024-04-27 05:00:00,49,47,36,0
2024-04-27 06:00:00,24,58,42,0
2024-04-27 07:00:00,20,84,112,0
2024-04-27 08:00:00,40,83,176,0
2024-04-27 09:00:00,80,70,243,1
2024-04-27 10:00:00,73,45,362,1
2024-04-27 11:00:00,92,71,277,1
2024-04-27 12:00:00,36,75,308,0
2024-04-27 13:00:00,60,79,48,0
2024-04-27 14:00:00,13,85,69,0
2024-04-27 15:00:00,71,82,9,1
2024-04-27 16:00:00,51,67,42,0
2024-04-27 17:00:00,85,78,70,1
2024-04-27 18:00:00,76,59,260,1
2024-04-27 19:00:00,92,85,346,1
2024-04-27 20:00:00,54,67,311,0
2024-04-27 21:00:00,10,53,248,0
2024-04-27 22:00:00,46,88,31,0
2024-04-27 23:00:00,60,77,245,0
2024-04-28 00:00:00,53,83,455,1
2024-04-28 01:00:00,76,36,343,1
2024-04-28 02:00:00,74,28,187,1
2024-04-28 03:00:00,71,78,315,1
2024-04-28 04:00:00,12,56,116,0
2024-04-28 05:00:00,87,70,199,1
2024-04-28 06:00:00,32,49,74,0
2024-04-28 07:00:00,23,83,360,0
2024-04-28 08:00:00,93,81,206,1
2024-04-28 09:00:00,54,43,367,0
2024-04-28 10:00:00,6,73,276,0
2024-04-28 11:00:00,88,38,396,1
2024-04-28 12:00:00,65,55,318,0
2024-04-28 13:00:00,42,35,122,0
2024-04-28 14:00:00,88,78,24,1
